Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Canceled Rides by Customer,Reason for Canceling by Customer,Canceled Rides by Driver,Reason for Canceling by Driver,Incomplete Rides,Incomplete Rides Reason,Ride Distance,Driver Ratings,Customer Rating,Booking Value
2025-02-24,11:30:00,CNR1559967453,Success,CUST82741,Auto,Vijayanagar,Kammanahalli,2.16269839628857,7.64967653616794,0,,0,,0,,16.1956524494177,3.8,3.4,1231
2025-02-19,13:23:00,CNR5962555764,Success,CUST43886,eBike,Ulsoor,CV Raman Nagar,12.5958411022092,4.08086241926572,0,,0,,0,,9.80565815294296,4,4.1,376
2025-02-10,15:21:00,CNR5525272381,Success,CUST64729,Prime SUV,Yelahanka,Bannerghatta,7.56274351161063,15.5357025110851,0,,0,,0,,11.2138169733227,3.1,3.5,218
2025-02-21,10:11:00,CNR7115394731,Driver Canceled,CUST28214,Prime Plus,Domlur,Kammanahalli,,,0,,1,Customer related issue,0,,,,,
2025-02-13,19:30:00,CNR9408996531,Driver Canceled,CUST10091,eBike,Sadashivanagar,Indiranagar,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-19,17:59:00,CNR9279717280,Incomplete,CUST65880,Prime Sedan,Nagavara,Arekere,,,0,,0,,1,,,,,
2025-02-28,14:41:00,CNR2018490085,Driver Canceled,CUST23865,Bike,Bagmane Tech Park,Hennur,,,0,,1,More than permitted people in there,0,,,,,
2025-02-28,20:07:00,CNR4977943739,Success,CUST32911,Mini,Vidyaranyapura,Brookefield,6.77074103346568,5.00595093871417,0,,0,,0,,10.3662601867847,3.1,3.2,382
2025-02-15,19:40:00,CNR4832119195,Incomplete,CUST77101,Prime Plus,Varthur,HSR Layout,,,0,,0,,1,Vehicle Breakdown,,,,
2025-02-24,23:15:00,CNR7157469336,Success,CUST92005,Mini,Hoodi,Mahadevapura,12.4726989615042,5.69324479549764,0,,0,,0,,5.71743638890378,3.4,3.7,127
2025-02-05,00:37:00,CNR5665178351,Customer Canceled,CUST77586,Prime Plus,Brookefield,Bommanahalli,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-02-12,12:27:00,CNR7457261422,Incomplete,CUST28342,Auto,Varthur,Malleshwaram,,,0,,0,,1,Other Issue,,,,
2025-02-02,00:15:00,CNR1897455262,Driver Canceled,CUST19750,Prime Sedan,Vidyaranyapura,Mahadevapura,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-16,14:22:00,CNR1716413188,Success,CUST63211,Prime Sedan,Bellandur,HSR Layout,5.41277746827504,6.58168693083424,0,,0,,0,,28.9389869256016,3.2,5,835
2025-02-01,23:58:00,CNR9520723719,Success,CUST51837,Prime Plus,Hulimavu,Benson Town,8.72575941983167,9.30932686730901,0,,0,,0,,2.8118236498496,3.9,4.2,240
2025-02-11,08:07:00,CNR9227080455,Success,CUST90434,Auto,BTM Layout,Basaveshwaranagar,11.9054249379457,16.5556315417974,0,,0,,0,,26.2978886707327,4.9,3.5,284
2025-02-26,08:14:00,CNR4361999479,Driver Canceled,CUST87285,Prime SUV,Hoodi,Hebbal,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-13,00:59:00,CNR9359318869,Success,CUST44983,Prime Sedan,Sarjapur,KR Puram,14.5512023806681,10.4209730450043,0,,0,,0,,21.6922338085255,3.1,3.5,216
2025-02-17,03:03:00,CNR8023248755,Success,CUST97120,Prime Sedan,BTM Layout,Shantinagar,5.41069943457928,15.1836627584601,0,,0,,0,,22.5828670370638,3.2,3.5,212
2025-02-08,04:13:00,CNR9826181747,Success,CUST36314,eBike,Yelahanka,Brookefield,11.0935703561868,4.98508574952511,0,,0,,0,,6.25157364232182,4.4,4,409
2025-02-05,04:52:00,CNR8424630505,Customer Canceled,CUST50401,eBike,Electronic City,CV Raman Nagar,,,1,AC is not working,0,,0,,,,,
2025-02-05,11:27:00,CNR2480216241,Driver Canceled,CUST67585,Prime SUV,Bellandur,Brookefield,,,0,,1,Customer related issue,0,,,,,
2025-02-20,14:52:00,CNR8564045465,Driver Canceled,CUST81089,Bike,Ramamurthy Nagar,Basavanagudi,,,0,,1,,0,,,,,
2025-02-26,03:39:00,CNR9145480947,Driver Canceled,CUST11084,Prime Sedan,Hulimavu,Basavanagudi,,,0,,1,More than permitted people in there,0,,,,,
2025-02-27,05:05:00,CNR6795654351,Driver Canceled,CUST50857,Bike,Basaveshwaranagar,Kalyan Nagar,,,0,,1,Customer was coughing/sick,0,,,,,
2025-02-19,15:17:00,CNR4469437516,Success,CUST19797,Prime Sedan,Bannerghatta,Fraser Town,7.21747896960972,15.9898298569617,0,,0,,0,,23.3246821943133,3,3.7,374
2025-02-27,17:24:00,CNR5995647552,Customer Canceled,CUST33280,eBike,Chikbanavara,Kalyan Nagar,,,1,Driver asked to cancel,0,,0,,,,,
2025-02-21,20:18:00,CNR9909928050,Driver Canceled,CUST27543,Auto,Benson Town,Varthur,,,0,,1,Customer related issue,0,,,,,
2025-02-13,11:45:00,CNR5734783361,Driver Canceled,CUST53659,Mini,Rajajinagar,Jayanagar,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-24,18:03:00,CNR7766861423,Driver Canceled,CUST75458,Auto,JP Nagar,Kaggadasapura,,,0,,1,More than permitted people in there,0,,,,,
2025-02-10,14:34:00,CNR7792844147,Success,CUST30865,Auto,Shantinagar,Sarjapur,5.01098195906443,4.57318121345692,0,,0,,0,,16.1740485564621,3.3,3.7,102
2025-02-25,14:50:00,CNR1113016815,Success,CUST28297,eBike,Marathahalli,RT Nagar,7.53868990847293,11.7277237867075,0,,0,,0,,25.3440044090327,4.1,3.9,151
2025-02-01,14:53:00,CNR4559278173,Success,CUST86139,eBike,Bannerghatta,BTM Layout,12.022045327491,19.5821695622422,0,,0,,0,,2.47493481115454,4.6,4.2,297
2025-02-03,19:34:00,CNR8130022580,Success,CUST57414,Prime SUV,Ulsoor,MG Road,12.4238046937547,7.79728878066069,0,,0,,0,,8.78440037858679,3.4,3.8,345
2025-02-01,07:48:00,CNR1072799143,Success,CUST12057,eBike,Girinagar,Benson Town,12.8402016635066,5.36646405451449,0,,0,,0,,23.3770630586211,4.3,3.2,306
2025-02-17,06:08:00,CNR1018969665,Success,CUST54053,eBike,Kalyan Nagar,Richmond Town,13.628771320453,3.60703206382103,0,,0,,0,,29.4114445162123,3.3,4.4,108
2025-02-24,00:55:00,CNR7996279217,Success,CUST66907,Prime Sedan,Basaveshwaranagar,Richmond Town,5.2238227926778,16.8306762368163,0,,0,,0,,27.6430989543693,4.2,4.1,413
2025-02-10,19:34:00,CNR9784804580,Success,CUST51303,Prime Sedan,Yelahanka,Jakkur,11.4382060889726,14.9289569579594,0,,0,,0,,19.8648348786275,4,4.6,471
2025-02-15,08:54:00,CNR7139762788,Driver Canceled,CUST65973,Mini,Sadashivanagar,Bellandur,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-25,15:24:00,CNR4350521194,Success,CUST57504,eBike,Rajajinagar,Hoodi,2.59194813066128,15.7945408443218,0,,0,,0,,2.95389500229504,4.7,3.7,1136
2025-02-26,05:26:00,CNR2859857709,Success,CUST27620,Mini,Indiranagar,Bellandur,3.53791694454433,8.80128242622749,0,,0,,0,,21.8655920924296,3.3,3.3,206
2025-02-13,18:58:00,CNR5128639301,Success,CUST78331,Prime SUV,Jayanagar,Electronic City,9.40132668686303,11.7581515706317,0,,0,,0,,22.3334920465686,4.7,3,393
2025-02-18,18:51:00,CNR4775779653,Success,CUST75312,Auto,Basaveshwaranagar,Jakkur,10.2219560913637,18.7855570790236,0,,0,,0,,5.08048253781989,4.7,4.6,217
2025-02-21,03:21:00,CNR6180804804,Driver Canceled,CUST28719,Prime Plus,Yelahanka,Hoodi,,,0,,1,More than permitted people in there,0,,,,,
2025-02-26,04:48:00,CNR3858098520,Driver Canceled,CUST75162,Prime SUV,Kammanahalli,Vidyaranyapura,,,0,,1,Customer related issue,0,,,,,
2025-02-20,06:02:00,CNR4260738585,Success,CUST58130,Prime Sedan,Jakkur,Domlur,3.54107334157652,9.68698547488715,0,,0,,0,,28.0229893087599,4.1,4.3,144
2025-02-17,19:41:00,CNR3800029720,Customer Canceled,CUST23388,Prime SUV,Koramangala,Brookefield,,,1,Driver asked to cancel,0,,0,,,,,
2025-02-04,01:21:00,CNR7810095281,Success,CUST47589,Prime SUV,RT Nagar,HSR Layout,7.10437318121823,2.50955968696142,0,,0,,0,,8.27391320548322,4.6,5,103
2025-02-18,15:07:00,CNR3745093395,Success,CUST35340,Prime SUV,Yelahanka,Varthur,4.98491298805972,3.96427653457371,0,,0,,0,,14.7022466291455,3.6,3.6,133
2025-02-01,09:15:00,CNR6689886678,Driver Canceled,CUST24469,Mini,KR Puram,Yelahanka,,,0,,1,,0,,,,,
2025-02-12,18:19:00,CNR5870903603,Driver Canceled,CUST69835,Prime Plus,Domlur,Marathahalli,,,0,,1,Customer was coughing/sick,0,,,,,
2025-02-18,21:25:00,CNR3273485435,Success,CUST72768,Auto,Mahadevapura,Ramamurthy Nagar,10.6087476346709,3.66308183090223,0,,0,,0,,26.9485352665407,3.6,4.7,1153
2025-02-15,02:19:00,CNR6381932573,Success,CUST36789,Mini,Malleshwaram,Hulimavu,9.59454432908536,2.15985498436516,0,,0,,0,,26.8188257491885,4.4,4.4,232
2025-02-06,21:55:00,CNR8942132209,Incomplete,CUST25335,Prime Plus,Indiranagar,Girinagar,,,0,,0,,1,,,,,
2025-02-27,12:09:00,CNR4046059409,Incomplete,CUST47139,Prime Sedan,KR Puram,Shantinagar,,,0,,0,,1,Vehicle Breakdown,,,,
2025-02-12,09:32:00,CNR7669637397,Driver Canceled,CUST56398,Mini,Domlur,Basaveshwaranagar,,,0,,1,,0,,,,,
2025-02-08,09:02:00,CNR7922263579,Success,CUST66874,Mini,Brookefield,Varthur,4.3091394663825,3.69383416873064,0,,0,,0,,19.431108170288,3.3,4.3,113
2025-02-05,08:56:00,CNR1301134829,Success,CUST24067,Prime Plus,Indiranagar,Shantinagar,9.99876369600207,13.1277134145999,0,,0,,0,,26.8218528424948,3.2,3.9,422
2025-02-05,10:40:00,CNR6559904141,Success,CUST50121,Auto,Indiranagar,Kanakapura Road,4.89186284047275,18.97748451382,0,,0,,0,,9.43087218908429,3.5,3.7,148
2025-02-27,09:50:00,CNR4670310207,Customer Canceled,CUST88769,Prime Sedan,Rajajinagar,Benson Town,,,1,Change of plans,0,,0,,,,,
2025-02-08,12:26:00,CNR5871785047,Success,CUST34014,Prime SUV,Shantinagar,Brookefield,9.13096580108867,13.2163893311167,0,,0,,0,,22.7167054778501,3.5,3.4,149
2025-02-13,16:16:00,CNR9255954465,Customer Canceled,CUST60740,Prime Sedan,Brookefield,KR Puram,,,1,Wrong Address,0,,0,,,,,
2025-02-07,14:52:00,CNR6218196837,Driver Canceled,CUST39451,Prime Plus,Hebbal,Brookefield,,,0,,1,Customer related issue,0,,,,,
2025-02-16,14:05:00,CNR1616101910,Success,CUST20430,Auto,KR Puram,Nagavara,7.18617604731214,19.0867656860451,0,,0,,0,,19.9846808231327,3.7,3.9,249
2025-02-03,13:05:00,CNR6486357076,Driver Canceled,CUST87903,Bike,Domlur,MG Road,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-18,00:46:00,CNR7649090516,Success,CUST99488,Mini,CV Raman Nagar,Hoodi,2.51969068459016,11.550860308689,0,,0,,0,,14.569822580016,4.8,4.2,272
2025-02-18,09:54:00,CNR9984913922,Success,CUST37789,Prime Plus,Vijayanagar,RT Nagar,13.4499180836212,9.02669818180683,0,,0,,0,,13.9608902607452,4.5,4.4,1305
2025-02-17,06:13:00,CNR1474463019,Driver Canceled,CUST47125,Prime SUV,Varthur,Jakkur,,,0,,1,,0,,,,,
2025-02-21,21:38:00,CNR3255731404,Incomplete,CUST60566,Prime Sedan,Electronic City,Jayanagar,,,0,,0,,1,,,,,
2025-02-27,12:44:00,CNR1544903945,Success,CUST13193,Prime SUV,Bagmane Tech Park,CV Raman Nagar,14.2071806775908,15.2063599499758,0,,0,,0,,3.69478068289731,4.5,4.1,283
2025-02-03,22:01:00,CNR9815532136,Success,CUST46209,Mini,Kanakapura Road,Whitefield,8.20497762933286,11.11293519106,0,,0,,0,,10.671366779266,3.1,3.9,240
2025-02-15,21:27:00,CNR1392172911,Success,CUST23442,Prime Plus,RT Nagar,MG Road,9.77472761031868,6.98493465460014,0,,0,,0,,28.6552985723306,4.3,4.3,125
2025-02-03,02:34:00,CNR9930022123,Success,CUST72759,eBike,Fraser Town,Sarjapur,8.8265091884002,5.97790745823727,0,,0,,0,,18.2020355025995,3,4.3,1885
2025-02-23,22:07:00,CNR6036135118,Success,CUST92348,Auto,Ramamurthy Nagar,Varthur,5.63104131856025,10.6719758753183,0,,0,,0,,7.48422307783551,3.1,3.1,364
2025-02-12,11:06:00,CNR4793176824,Driver Canceled,CUST74352,Auto,Benson Town,Ramamurthy Nagar,,,0,,1,Customer was coughing/sick,0,,,,,
2025-02-19,04:23:00,CNR4102561901,Driver Canceled,CUST33148,Prime SUV,Marathahalli,Jakkur,,,0,,1,Customer related issue,0,,,,,
2025-02-17,10:33:00,CNR1772383512,Success,CUST69940,Prime SUV,Ulsoor,Yelahanka,9.65081928630121,14.434029839022,0,,0,,0,,12.3521559163033,3.4,4.2,349
2025-02-09,14:23:00,CNR2810216402,Driver Canceled,CUST13319,Auto,Basavanagudi,Chikbanavara,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-02,00:51:00,CNR2266628977,Success,CUST75302,Prime Plus,Domlur,Fraser Town,4.6733192838243,2.03049771650171,0,,0,,0,,28.7772082841476,3.3,3,589
2025-02-12,13:37:00,CNR3620394425,Success,CUST31931,eBike,Electronic City,Varthur,5.28126344824218,3.70776914142509,0,,0,,0,,29.978877718611,3.5,3.7,243
2025-02-22,01:51:00,CNR3636065776,Customer Canceled,CUST65038,Mini,BTM Layout,Jakkur,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-02-27,17:08:00,CNR2175125041,Success,CUST72223,Auto,Hoodi,Varthur,2.11512351652392,4.49174218540194,0,,0,,0,,23.9972574721342,4.8,4.9,156
2025-02-25,13:56:00,CNR6873909492,Customer Canceled,CUST48941,Auto,Arekere,Indiranagar,,,1,Wrong Address,0,,0,,,,,
2025-02-04,00:37:00,CNR5536912363,Incomplete,CUST81507,Prime SUV,Marathahalli,HSR Layout,,,0,,0,,1,Other Issue,,,,
2025-02-24,20:54:00,CNR4775933560,Success,CUST84813,Auto,Jakkur,Jakkur,6.93232993471179,4.36039056915044,0,,0,,0,,17.0065127962865,3.5,4.8,904
2025-02-25,11:51:00,CNR1950106339,Success,CUST88015,Prime SUV,Bellandur,Indiranagar,2.73271269129234,13.1413417806704,0,,0,,0,,18.3728822776174,4.4,3.4,186
2025-02-22,01:36:00,CNR6888809104,Incomplete,CUST14738,Mini,Kammanahalli,Basaveshwaranagar,,,0,,0,,1,Customer Demand,,,,
2025-02-22,02:41:00,CNR9907682153,Success,CUST34278,Bike,Bannerghatta,Banashankari,3.63313316657761,2.41579711742137,0,,0,,0,,10.5694671624845,3.2,4.2,457
2025-02-26,04:16:00,CNR7007226423,Success,CUST47025,Prime SUV,MG Road,Kaggadasapura,2.5878993320802,12.4898133085419,0,,0,,0,,16.6680420366437,4.7,4.8,418
2025-02-06,12:08:00,CNR4231365365,Success,CUST43899,Prime Sedan,MG Road,KR Puram,7.17560752877155,8.47976618165084,0,,0,,0,,19.7020100270627,4,3.9,437
2025-02-26,04:49:00,CNR6350614784,Customer Canceled,CUST68355,Bike,BTM Layout,Indiranagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-02-13,16:41:00,CNR9426217963,Success,CUST20170,Bike,Basavanagudi,CV Raman Nagar,10.4302465303592,11.2993300496131,0,,0,,0,,6.27073073277596,5,4.3,351
2025-02-07,19:05:00,CNR5769969687,Success,CUST74618,Prime SUV,Bommanahalli,Vijayanagar,4.90297324908555,5.19059643382439,0,,0,,0,,22.0954284993689,3.2,4.8,938
2025-02-25,11:56:00,CNR9208815140,Success,CUST59366,Bike,Banashankari,Bellandur,12.8382078278662,7.51390803132667,0,,0,,0,,2.17143388021144,3.2,3.7,499
2025-02-02,05:33:00,CNR2578888728,Customer Canceled,CUST78533,Auto,Kanakapura Road,Hennur,,,1,AC is not working,0,,0,,,,,
2025-02-19,14:02:00,CNR4437069008,Driver Canceled,CUST52260,Bike,Ulsoor,Rajajinagar,,,0,,1,More than permitted people in there,0,,,,,
2025-02-18,08:06:00,CNR6639083080,Incomplete,CUST19980,eBike,Benson Town,Varthur,,,0,,0,,1,,,,,
2025-02-25,14:43:00,CNR1577297093,Success,CUST42039,Auto,Basavanagudi,Kalyan Nagar,10.0597599359726,2.42474806522934,0,,0,,0,,25.6505636592344,5,4.1,492
2025-02-07,07:19:00,CNR8882100999,Success,CUST54215,eBike,Bagmane Tech Park,Jayanagar,10.0281986427592,8.95799530096749,0,,0,,0,,28.416945215163,4.8,3.3,1990
2025-02-26,23:04:00,CNR4799016372,Customer Canceled,CUST20919,Prime SUV,Koramangala,Rajajinagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-02-19,20:57:00,CNR9963111591,Incomplete,CUST85680,Prime SUV,Chikbanavara,Basavanagudi,,,0,,0,,1,Customer Demand,,,,
2025-02-27,10:38:00,CNR9025207408,Success,CUST24856,Bike,Girinagar,Richmond Town,7.46312892447582,17.3838472776628,0,,0,,0,,17.3192786934901,3.6,3.1,435
2025-02-16,10:58:00,CNR9442598249,Success,CUST33889,Prime SUV,Jayanagar,Bannerghatta,7.50419516524572,12.6128557817707,0,,0,,0,,9.35035455747643,4.4,4.6,480
2025-02-18,06:15:00,CNR3792296139,Driver Canceled,CUST74744,Prime Plus,Yelahanka,Hulimavu,,,0,,1,More than permitted people in there,0,,,,,
2025-02-02,15:49:00,CNR9071085578,Success,CUST25476,Auto,Hennur,Electronic City,14.3155757477822,10.0031306648259,0,,0,,0,,10.2037918834402,4.1,4.1,446
2025-02-05,12:45:00,CNR1268922622,Success,CUST41112,Prime Plus,HSR Layout,Jayanagar,9.54199935716615,12.9580950955861,0,,0,,0,,20.7269422045267,3,4.7,260
2025-02-23,09:59:00,CNR3591578018,Success,CUST95316,Prime SUV,KR Puram,Fraser Town,12.1956805146585,3.92806941381872,0,,0,,0,,16.9305933331311,4.1,4.5,315
2025-02-18,02:19:00,CNR9755422092,Driver Canceled,CUST55435,Bike,Basaveshwaranagar,HSR Layout,,,0,,1,Customer related issue,0,,,,,
2025-02-22,12:49:00,CNR3798611031,Incomplete,CUST75546,Prime SUV,Ramamurthy Nagar,Bannerghatta,,,0,,0,,1,Vehicle Breakdown,,,,
2025-02-10,07:03:00,CNR8678881342,Success,CUST23154,Prime SUV,Bellandur,Vidyaranyapura,13.8545875526747,13.597028007676,0,,0,,0,,13.154333312471,3.6,3.9,1816
2025-02-15,01:25:00,CNR5982710317,Success,CUST71594,Prime Plus,Kanakapura Road,Kanakapura Road,11.6183910723903,17.262571789335,0,,0,,0,,11.0490272833843,3.2,3,264
2025-02-13,23:51:00,CNR3532568744,Driver Canceled,CUST43946,Prime Sedan,Arekere,Bellandur,,,0,,1,Customer related issue,0,,,,,
2025-02-16,02:12:00,CNR7588052444,Success,CUST28516,Prime SUV,JP Nagar,Arekere,7.54434655316377,6.22244366889719,0,,0,,0,,9.07040711092715,3.2,4.2,863
2025-02-17,18:39:00,CNR1362086709,Success,CUST26778,Prime Plus,Sadashivanagar,Benson Town,5.8959684061924,5.91362454763385,0,,0,,0,,8.62399484442281,5,5,207
2025-02-13,00:48:00,CNR3942671875,Success,CUST19534,Prime Sedan,JP Nagar,Kammanahalli,14.0116559710544,3.23923360515092,0,,0,,0,,21.9227119704743,4.9,3.5,168
2025-02-15,07:01:00,CNR7950409181,Success,CUST33283,Prime Plus,Bagmane Tech Park,Sarjapur,2.73251815289199,17.0507411967975,0,,0,,0,,14.7635273671386,4.8,4.2,1013
2025-02-13,22:50:00,CNR1253467215,Success,CUST64068,Prime Plus,Chikbanavara,Vijayanagar,2.34095709199542,2.67607789043268,0,,0,,0,,3.17545190723159,4.4,4.8,712
2025-02-08,15:19:00,CNR8445375175,Driver Canceled,CUST85014,Prime Plus,Kammanahalli,Kaggadasapura,,,0,,1,More than permitted people in there,0,,,,,
2025-02-09,21:07:00,CNR8201191300,Success,CUST55750,Bike,Jayanagar,Whitefield,12.6005722970046,8.04222377839735,0,,0,,0,,14.3478828440682,4.1,3.3,391
2025-02-06,16:57:00,CNR9246799575,Success,CUST14743,Auto,Sadashivanagar,Jayanagar,14.0851597418595,7.03346807929791,0,,0,,0,,7.5434144364264,4.2,3.4,1322
2025-02-11,05:51:00,CNR7364545772,Success,CUST61530,Prime Sedan,Bannerghatta,Bagmane Tech Park,5.18948985872459,15.7905959858609,0,,0,,0,,24.2246722742465,3.6,5,1886
2025-02-03,11:16:00,CNR2867120232,Success,CUST14946,Auto,Vijayanagar,Rajajinagar,10.12535520397,3.94449300855179,0,,0,,0,,22.344686461431,3.5,4,1340
2025-02-19,09:44:00,CNR3846853394,Success,CUST26476,Prime Sedan,Richmond Town,Shantinagar,9.49235083677791,7.29039309245597,0,,0,,0,,17.2508581858793,4.9,3.9,1099
2025-02-19,16:21:00,CNR4289995803,Success,CUST22466,Bike,Nagavara,Bommanahalli,12.9600740795296,19.2532474867839,0,,0,,0,,20.4140386470194,3.5,4.3,1623
2025-02-14,19:08:00,CNR9296040711,Success,CUST39228,Prime Plus,Jayanagar,Hoodi,6.31708132945024,16.0168598909077,0,,0,,0,,8.48702748502851,5,4,100
2025-02-19,10:20:00,CNR1226750390,Success,CUST30343,eBike,Fraser Town,Nagavara,14.3984847694223,18.2215943102025,0,,0,,0,,23.1978410885722,4.7,3.2,1203
2025-02-28,16:26:00,CNR9868495255,Driver Canceled,CUST41176,eBike,BTM Layout,Brookefield,,,0,,1,Customer was coughing/sick,0,,,,,
2025-02-07,01:16:00,CNR1856964667,Success,CUST54332,Mini,Vidyaranyapura,Vijayanagar,13.2414454454668,16.8088998566966,0,,0,,0,,5.07970817848159,4.8,4,900
2025-02-27,23:18:00,CNR9117003366,Incomplete,CUST91486,Mini,Basavanagudi,MG Road,,,0,,0,,1,,,,,
2025-02-27,02:39:00,CNR9589029698,Success,CUST30519,Mini,Nagavara,Malleshwaram,14.84855340713,19.2786036072773,0,,0,,0,,18.7010897259746,3.5,4.8,252
2025-02-04,20:15:00,CNR7795538597,Incomplete,CUST69960,Auto,Varthur,Jayanagar,,,0,,0,,1,Other Issue,,,,
2025-02-25,11:47:00,CNR4382918451,Success,CUST43253,Prime Sedan,Nagavara,Bagmane Tech Park,6.67674632721305,17.3588132416758,0,,0,,0,,14.8863848742977,4.3,4.6,1718
2025-02-07,23:49:00,CNR7870095126,Success,CUST54946,Mini,Kaggadasapura,Arekere,6.4763412710971,16.9398670724728,0,,0,,0,,16.0027557996035,4.8,3.4,476
2025-02-27,04:32:00,CNR9877681259,Incomplete,CUST92738,Auto,Sadashivanagar,Electronic City,,,0,,0,,1,Vehicle Breakdown,,,,
2025-02-17,10:01:00,CNR6619601915,Success,CUST66136,Auto,Nagavara,Kammanahalli,14.7187599322927,14.3739494115903,0,,0,,0,,24.7915614126069,4.7,3.5,295
2025-02-16,07:05:00,CNR8341343477,Driver Canceled,CUST62305,eBike,Shantinagar,MG Road,,,0,,1,Customer was coughing/sick,0,,,,,
2025-02-11,20:41:00,CNR7918662963,Success,CUST31481,Bike,Bommanahalli,Rajajinagar,13.4045804756355,6.1379475489897,0,,0,,0,,19.8879317220778,3.1,3.7,1308
2025-02-03,15:04:00,CNR6018369949,Driver Canceled,CUST31351,Prime SUV,Jakkur,KR Puram,,,0,,1,More than permitted people in there,0,,,,,
2025-02-17,06:49:00,CNR7113739377,Driver Canceled,CUST52283,eBike,Varthur,Chikbanavara,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-01,00:01:00,CNR1565879848,Success,CUST71361,Prime SUV,Chikbanavara,Sarjapur,5.17013413269871,17.1797170788388,0,,0,,0,,17.0796361233419,4.4,4.7,275
2025-02-22,06:14:00,CNR9057786203,Driver Canceled,CUST91226,eBike,Basaveshwaranagar,Ulsoor,,,0,,1,,0,,,,,
2025-02-09,06:38:00,CNR5082594127,Success,CUST13084,Prime Sedan,Marathahalli,Hebbal,5.01425407007556,5.17614051392448,0,,0,,0,,24.8425960149024,3.9,3,623
2025-02-28,14:42:00,CNR5563891856,Success,CUST97515,Prime Plus,MG Road,CV Raman Nagar,13.6223176054889,10.6931461399854,0,,0,,0,,14.0312054538954,4.3,5,255
2025-02-09,13:29:00,CNR2680603065,Driver Canceled,CUST34165,Prime SUV,Bellandur,HSR Layout,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-13,14:04:00,CNR1995351975,Success,CUST25338,Auto,Bommanahalli,Malleshwaram,7.83088328012864,8.64903167773291,0,,0,,0,,24.1307257423826,3.5,4,468
2025-02-11,18:47:00,CNR4585417071,Success,CUST73559,Bike,Hebbal,Jayanagar,4.5876745406471,7.415149806151,0,,0,,0,,7.63095105674942,3.4,3.7,402
2025-02-14,17:33:00,CNR8568324534,Driver Canceled,CUST17953,Prime Plus,Banashankari,Malleshwaram,,,0,,1,Customer related issue,0,,,,,
2025-02-24,08:50:00,CNR9224509052,Success,CUST63572,Mini,Girinagar,Kaggadasapura,5.82515587548417,9.63480219975085,0,,0,,0,,22.1324502532557,4.6,5,455
2025-02-07,09:53:00,CNR4889854580,Success,CUST84486,Bike,BTM Layout,Marathahalli,9.61193384208863,18.4987008509449,0,,0,,0,,25.7983015714905,4.5,4.2,1651
2025-02-14,23:54:00,CNR7520680203,Success,CUST73791,Prime Sedan,Ulsoor,Kaggadasapura,6.38486043734433,11.9250291679214,0,,0,,0,,19.6714967855211,4.2,4.2,633
2025-02-03,13:46:00,CNR7850966481,Success,CUST86653,Bike,Basaveshwaranagar,Sarjapur,5.45142658929306,10.2117396737155,0,,0,,0,,25.4524736269605,4.7,3.3,215
2025-02-04,14:48:00,CNR1933618465,Success,CUST57492,Auto,Kaggadasapura,Jakkur,11.909722963596,12.2398805248921,0,,0,,0,,14.9395691825254,3.4,4.2,345
2025-02-28,03:59:00,CNR4299372197,Success,CUST35039,Prime Plus,Basavanagudi,Bannerghatta,3.25271946330235,13.4144402559841,0,,0,,0,,7.97884420167942,3.1,3.2,1101
2025-02-09,01:39:00,CNR9562751842,Driver Canceled,CUST50698,eBike,Jayanagar,Bommanahalli,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-24,09:10:00,CNR6224537555,Driver Canceled,CUST84285,Prime Plus,Domlur,Bagmane Tech Park,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-24,12:40:00,CNR9262601239,Driver Canceled,CUST20097,Bike,Arekere,CV Raman Nagar,,,0,,1,,0,,,,,
2025-02-26,10:36:00,CNR5135598035,Driver Canceled,CUST78714,Auto,Girinagar,Ulsoor,,,0,,1,Customer was coughing/sick,0,,,,,
2025-02-13,06:48:00,CNR7607081156,Driver Canceled,CUST45846,Auto,Chikbanavara,Koramangala,,,0,,1,Customer was coughing/sick,0,,,,,
2025-02-11,08:26:00,CNR5512786134,Success,CUST90079,Bike,Hebbal,Richmond Town,9.10850514699203,4.7083564621325,0,,0,,0,,5.04917885945329,4.8,3.9,301
2025-02-18,15:45:00,CNR2951827800,Driver Canceled,CUST79412,Auto,HSR Layout,BTM Layout,,,0,,1,More than permitted people in there,0,,,,,
2025-02-13,12:01:00,CNR6195970910,Success,CUST46831,Prime Sedan,Basaveshwaranagar,Indiranagar,14.7124829318032,3.67102151743465,0,,0,,0,,24.1812293627095,4.8,3.4,1469
